Area Name,Division,Ownership,Household Size,Total number of female headed households,No exclusive room,1,2,3,4,5,6 and above
 UTTAR PRADESH,Rural,Owned,2," 1,71,942 "," 11,037 "," 85,297 "," 48,246 "," 14,561 "," 7,141 "," 2,750 "," 2,910 "
 UTTAR PRADESH,Rural,Owned,3," 2,10,526 "," 10,969 "," 88,912 "," 67,861 "," 23,085 "," 11,229 "," 4,226 "," 4,244 "
 UTTAR PRADESH,Rural,Owned,4," 2,47,377 "," 11,035 "," 92,913 "," 84,216 "," 30,968 "," 16,141 "," 5,925 "," 6,179 "
 UTTAR PRADESH,Rural,Owned,5," 2,54,237 "," 10,021 "," 83,788 "," 87,581 "," 36,262 "," 20,102 "," 8,145 "," 8,338 "
 UTTAR PRADESH,Rural,Owned,608," 5,41,896 "," 18,777 "," 1,39,822 "," 1,88,292 "," 90,831 "," 55,558 "," 22,592 "," 26,024 "
 UTTAR PRADESH,Rural,Owned,9+," 2,78,537 "," 7,738 "," 35,988 "," 71,550 "," 53,710 "," 45,251 "," 23,439 "," 40,861 "
 UTTAR PRADESH,Rural,Rented,All Households," 24,288 "," 1,341 "," 8,682 "," 8,522 "," 2,735 "," 1,512 ", 629 , 867 
 UTTAR PRADESH,Rural,Rented,1," 2,360 ", 184 ," 1,266 ", 632 , 147 , 66 , 26 , 39 
 UTTAR PRADESH,Rural,Rented,2," 2,542 ", 185 ," 1,242 ", 769 , 184 , 78 , 36 , 48 
 UTTAR PRADESH,Rural,Rented,3," 2,858 ", 155 ," 1,311 ", 965 , 244 , 102 , 36 , 45 
 UTTAR PRADESH,Rural,Rented,4," 3,522 ", 199 ," 1,404 "," 1,279 ", 335 , 169 , 73 , 63 
 UTTAR PRADESH,Rural,Rented,5," 3,409 ", 195 ," 1,136 "," 1,337 ", 380 , 218 , 56 , 87 
 UTTAR PRADESH,Rural,Rented,608," 6,605 ", 308 ," 1,827 "," 2,619 ", 908 , 502 , 192 , 249 
 UTTAR PRADESH,Rural,Rented,9+," 2,992 ", 115 , 496 , 921 , 537 , 377 , 210 , 336 
 UTTAR PRADESH,Rural,Any Other,All Households," 18,452 "," 2,107 "," 8,266 "," 4,493 "," 1,817 ", 898 , 400 , 471 
 UTTAR PRADESH,Rural,Any Other,1," 3,784 ", 625 ," 2,078 ", 654 , 242 , 99 , 34 , 52 
 UTTAR PRADESH,Rural,Any Other,2," 2,222 ", 315 ," 1,134 ", 494 , 173 , 55 , 25 , 26 
 UTTAR PRADESH,Rural,Any Other,3," 2,378 ", 286 ," 1,197 ", 555 , 192 , 74 , 42 , 32 
 UTTAR PRADESH,Rural,Any Other,4," 2,372 ", 243 ," 1,093 ", 638 , 233 , 96 , 26 , 43 
 UTTAR PRADESH,Rural,Any Other,5," 2,148 ", 209 , 902 , 593 , 232 , 115 , 46 , 51 
 UTTAR PRADESH,Rural,Any Other,608," 3,899 ", 329 ," 1,446 "," 1,157 ", 470 , 271 , 111 , 115 
 UTTAR PRADESH,Rural,Any Other,9+," 1,649 ", 100 , 416 , 402 , 275 , 188 , 116 , 152 
 UTTAR PRADESH,Urban,Total,All Households," 7,54,097 "," 19,127 "," 2,30,024 "," 2,34,810 "," 1,24,534 "," 80,069 "," 29,248 "," 36,285 "
 UTTAR PRADESH,Urban,Total,1," 51,779 "," 2,466 "," 25,102 "," 13,211 "," 5,770 "," 3,148 ", 978 ," 1,104 "
 UTTAR PRADESH,Urban,Total,2," 68,536 "," 2,254 "," 29,942 "," 20,632 "," 8,552 "," 4,321 "," 1,389 "," 1,446 "
 UTTAR PRADESH,Urban,Total,3," 94,806 "," 2,675 "," 35,939 "," 30,796 "," 13,846 "," 7,117 "," 2,173 "," 2,260 "
 UTTAR PRADESH,Urban,Total,4," 1,10,698 "," 2,776 "," 37,541 "," 36,911 "," 17,245 "," 9,930 "," 3,070 "," 3,225 "
 UTTAR PRADESH,Urban,Total,5," 1,13,094 "," 2,480 "," 32,823 "," 37,459 "," 19,749 "," 12,024 "," 4,151 "," 4,408 "
 UTTAR PRADESH,Urban,Total,608," 2,10,138 "," 4,557 "," 54,506 "," 69,571 "," 37,698 "," 24,656 "," 8,850 "," 10,300 "
 UTTAR PRADESH,Urban,Total,9+," 1,05,046 "," 1,919 "," 14,171 "," 26,230 "," 21,674 "," 18,873 "," 8,637 "," 13,542 "
 UTTAR PRADESH,Urban,Owned,All Households," 6,31,658 "," 15,296 "," 1,69,395 "," 1,95,859 "," 1,12,456 "," 75,760 "," 27,985 "," 34,907 "
 UTTAR PRADESH,Urban,Owned,1," 40,061 "," 1,882 "," 18,026 "," 10,492 "," 4,917 "," 2,854 ", 901 , 989 
 UTTAR PRADESH,Urban,Owned,2," 52,233 "," 1,691 "," 20,680 "," 16,175 "," 7,219 "," 3,892 "," 1,257 "," 1,319 "
 UTTAR PRADESH,Urban,Owned,3," 73,674 "," 2,038 "," 24,932 "," 24,358 "," 11,696 "," 6,532 "," 2,014 "," 2,104 "
 UTTAR PRADESH,Urban,Owned,4," 89,305 "," 2,181 "," 27,007 "," 29,825 "," 15,162 "," 9,228 "," 2,877 "," 3,025 "
 UTTAR PRADESH,Urban,Owned,5," 95,133 "," 1,996 "," 24,313 "," 31,252 "," 17,959 "," 11,388 "," 4,000 "," 4,225 "
 UTTAR PRADESH,Urban,Owned,608," 1,84,140 "," 3,798 "," 42,713 "," 60,336 "," 35,119 "," 23,648 "," 8,541 "," 9,985 "
 UTTAR PRADESH,Urban,Owned,9+," 97,112 "," 1,710 "," 11,724 "," 23,421 "," 20,384 "," 18,218 "," 8,395 "," 13,260 "
 UTTAR PRADESH,Urban,Rented,All Households," 1,00,253 "," 2,621 "," 50,185 "," 32,041 "," 9,840 "," 3,502 "," 1,003 "," 1,061 "
 UTTAR PRADESH,Urban,Rented,1," 8,778 ", 350 ," 5,422 "," 2,024 ", 639 , 213 , 56 , 74 
 UTTAR PRADESH,Urban,Rented,2," 13,311 ", 364 ," 7,654 "," 3,653 "," 1,093 ", 347 , 109 , 91 
 UTTAR PRADESH,Urban,Rented,3," 17,600 ", 445 ," 9,331 "," 5,315 "," 1,768 ", 488 , 125 , 128 
 UTTAR PRADESH,Urban,Rented,4," 17,721 ", 424 ," 8,865 "," 5,839 "," 1,681 ", 592 , 165 , 155 
 UTTAR PRADESH,Urban,Rented,5," 14,896 ", 359 ," 7,080 "," 5,165 "," 1,506 ", 517 , 117 , 152 
 UTTAR PRADESH,Urban,Rented,608," 21,420 ", 528 ," 9,808 "," 7,662 "," 2,109 ", 822 , 240 , 251 
 UTTAR PRADESH,Urban,Rented,9+," 6,527 ", 151 ," 2,025 "," 2,383 "," 1,044 ", 523 , 191 , 210 
 UTTAR PRADESH,Urban,Any Other,All Households," 22,186 "," 1,210 "," 10,444 "," 6,910 "," 2,238 ", 807 , 260 , 317 
 UTTAR PRADESH,Urban,Any Other,1," 2,940 ", 234 ," 1,654 ", 695 , 214 , 81 , 21 , 41 
 UTTAR PRADESH,Urban,Any Other,2," 2,992 ", 199 ," 1,608 ", 804 , 240 , 82 , 23 , 36 
 UTTAR PRADESH,Urban,Any Other,3," 3,532 ", 192 ," 1,676 "," 1,123 ", 382 , 97 , 34 , 28 
 UTTAR PRADESH,Urban,Any Other,4," 3,672 ", 171 ," 1,669 "," 1,247 ", 402 , 110 , 28 , 45 
 UTTAR PRADESH,Urban,Any Other,5," 3,065 ", 125 ," 1,430 "," 1,042 ", 284 , 119 , 34 , 31 
 UTTAR PRADESH,Urban,Any Other,608," 4,578 ", 231 ," 1,985 "," 1,573 ", 470 , 186 , 69 , 64 
 UTTAR PRADESH,Urban,Any Other,9+," 1,407 ", 58 , 422 , 426 , 246 , 132 , 51 , 72 
 BIHAR,Total,Total,All Households," 14,06,384 "," 46,409 "," 6,80,586 "," 3,91,263 "," 1,34,639 "," 74,704 "," 32,574 "," 46,209 "
 BIHAR,Total,Total,1," 1,93,899 "," 11,478 "," 1,38,441 "," 29,010 "," 7,249 "," 3,688 "," 1,662 "," 2,371 "
 BIHAR,Total,Total,2," 1,65,824 "," 7,173 "," 1,08,462 "," 35,666 "," 7,894 "," 3,396 "," 1,292 "," 1,941 "
 BIHAR,Total,Total,3," 1,88,078 "," 6,532 "," 1,08,076 "," 50,939 "," 12,332 "," 5,443 "," 2,147 "," 2,609 "
 BIHAR,Total,Total,4," 1,99,689 "," 6,104 "," 1,01,573 "," 60,794 "," 16,784 "," 7,793 "," 3,054 "," 3,587 "
 BIHAR,Total,Total,5," 1,89,558 "," 4,965 "," 85,370 "," 61,923 "," 19,376 "," 9,568 "," 3,829 "," 4,527 "
 BIHAR,Total,Total,608," 3,39,269 "," 7,721 "," 1,18,059 "," 1,19,008 "," 46,632 "," 24,940 "," 10,176 "," 12,733 "
 BIHAR,Total,Total,9+," 1,30,067 "," 2,436 "," 20,605 "," 33,923 "," 24,372 "," 19,876 "," 10,414 "," 18,441 "
 BIHAR,Total,Owned,All Households," 13,47,956 "," 42,565 "," 6,53,809 "," 3,73,015 "," 1,28,995 "," 72,660 "," 31,842 "," 45,070 "
 BIHAR,Total,Owned,1," 1,86,401 "," 10,351 "," 1,33,722 "," 27,888 "," 6,939 "," 3,582 "," 1,627 "," 2,292 "
 BIHAR,Total,Owned,2," 1,58,679 "," 6,556 "," 1,04,366 "," 33,865 "," 7,473 "," 3,292 "," 1,246 "," 1,881 "
 BIHAR,Total,Owned,3," 1,79,368 "," 6,007 "," 1,03,583 "," 48,265 "," 11,663 "," 5,253 "," 2,088 "," 2,509 "
 BIHAR,Total,Owned,4," 1,90,070 "," 5,586 "," 97,287 "," 57,449 "," 15,828 "," 7,513 "," 2,955 "," 3,452 "
 BIHAR,Total,Owned,5," 1,81,462 "," 4,600 "," 81,895 "," 59,035 "," 18,519 "," 9,270 "," 3,746 "," 4,397 "
 BIHAR,Total,Owned,608," 3,26,329 "," 7,193 "," 1,13,402 "," 1,14,070 "," 45,001 "," 24,291 "," 9,944 "," 12,428 "
 BIHAR,Total,Owned,9+," 1,25,647 "," 2,272 "," 19,554 "," 32,443 "," 23,572 "," 19,459 "," 10,236 "," 18,111 "
 BIHAR,Total,Rented,All Households," 36,025 "," 1,215 "," 14,419 "," 13,464 "," 4,190 "," 1,483 ", 499 , 755 
 BIHAR,Total,Rented,1," 3,071 ", 226 ," 1,857 ", 678 , 198 , 58 , 18 , 36 
 BIHAR,Total,Rented,2," 4,043 ", 185 ," 2,116 "," 1,307 ", 301 , 74 , 28 , 32 
 BIHAR,Total,Rented,3," 5,522 ", 172 ," 2,525 "," 2,060 ", 526 , 139 , 40 , 60 
 BIHAR,Total,Rented,4," 6,357 ", 194 ," 2,500 "," 2,550 ", 745 , 200 , 72 , 96 
 BIHAR,Total,Rented,5," 5,405 ", 144 ," 2,052 "," 2,190 ", 648 , 227 , 57 , 87 
 BIHAR,Total,Rented,608," 8,600 ", 210 ," 2,745 "," 3,605 "," 1,182 ", 484 , 159 , 215 
 BIHAR,Total,Rented,9+," 3,027 ", 84 , 624 ," 1,074 ", 590 , 301 , 125 , 229 
 BIHAR,Total,Any Other,All Households," 22,403 "," 2,629 "," 12,358 "," 4,784 "," 1,454 ", 561 , 233 , 384 
 BIHAR,Total,Any Other,1," 4,427 ", 901 ," 2,862 ", 444 , 112 , 48 , 17 , 43 
 BIHAR,Total,Any Other,2," 3,102 ", 432 ," 1,980 ", 494 , 120 , 30 , 18 , 28 
 BIHAR,Total,Any Other,3," 3,188 ", 353 ," 1,968 ", 614 , 143 , 51 , 19 , 40 
 BIHAR,Total,Any Other,4," 3,262 ", 324 ," 1,786 ", 795 , 211 , 80 , 27 , 39 
 BIHAR,Total,Any Other,5," 2,691 ", 221 ," 1,423 ", 698 , 209 , 71 , 26 , 43 
 BIHAR,Total,Any Other,608," 4,340 ", 318 ," 1,912 "," 1,333 ", 449 , 165 , 73 , 90 
 BIHAR,Total,Any Other,9+," 1,393 ", 80 , 427 , 406 , 210 , 116 , 53 , 101 
 BIHAR,Rural,Total,All Households," 12,23,006 "," 41,925 "," 6,20,949 "," 3,36,549 "," 1,06,518 "," 56,575 "," 25,421 "," 35,069 "
 BIHAR,Rural,Total,1," 1,79,361 "," 10,610 "," 1,30,084 "," 26,105 "," 6,105 "," 3,019 "," 1,413 "," 2,025 "
 BIHAR,Rural,Total,2," 1,48,154 "," 6,589 "," 99,501 "," 30,803 "," 6,193 "," 2,543 ", 992 ," 1,533 "
 BIHAR,Rural,Total,3," 1,64,254 "," 5,912 "," 97,912 "," 43,449 "," 9,369 "," 4,010 "," 1,664 "," 1,938 "
 BIHAR,Rural,Total,4," 1,72,602 "," 5,500 "," 91,954 "," 51,778 "," 12,751 "," 5,634 "," 2,313 "," 2,672 "
 BIHAR,Rural,Total,5," 1,63,158 "," 4,464 "," 77,259 "," 53,189 "," 15,027 "," 6,964 "," 2,919 "," 3,336 "
 BIHAR,Rural,Total,608," 2,90,106 "," 6,835 "," 1,06,387 "," 1,02,726 "," 37,515 "," 19,042 "," 8,032 "," 9,569 "
 BIHAR,Rural,Total,9+," 1,05,371 "," 2,015 "," 17,852 "," 28,499 "," 19,558 "," 15,363 "," 8,088 "," 13,996 "
 BIHAR,Rural,Owned,All Households," 11,94,695 "," 39,065 "," 6,06,974 "," 3,29,010 "," 1,04,533 "," 55,697 "," 25,031 "," 34,385 "
 BIHAR,Rural,Owned,1," 1,74,576 "," 9,678 "," 1,27,091 "," 25,523 "," 5,971 "," 2,956 "," 1,391 "," 1,966 "
 BIHAR,Rural,Owned,2," 1,44,466 "," 6,110 "," 97,269 "," 30,072 "," 6,051 "," 2,502 ", 964 ," 1,498 "
 BIHAR,Rural,Owned,3," 1,60,398 "," 5,539 "," 95,742 "," 42,484 "," 9,169 "," 3,945 "," 1,638 "," 1,881 "
 BIHAR,Rural,Owned,4," 1,68,425 "," 5,117 "," 89,880 "," 50,539 "," 12,488 "," 5,532 "," 2,269 "," 2,600 "
 BIHAR,Rural,Owned,5," 1,59,556 "," 4,213 "," 75,563 "," 52,034 "," 14,774 "," 6,838 "," 2,875 "," 3,259 "
 BIHAR,Rural,Owned,608," 2,83,976 "," 6,489 "," 1,04,086 "," 1,00,505 "," 36,847 "," 18,760 "," 7,898 "," 9,391 "
 BIHAR,Rural,Owned,9+," 1,03,298 "," 1,919 "," 17,343 "," 27,853 "," 19,233 "," 15,164 "," 7,996 "," 13,790 "
 BIHAR,Rural,Rented,All Households," 12,914 ", 625 ," 5,244 "," 4,713 "," 1,180 ", 508 , 242 , 402 
 BIHAR,Rural,Rented,1," 1,363 ", 129 , 814 , 287 , 76 , 26 , 11 , 20 
 BIHAR,Rural,Rented,2," 1,458 ", 106 , 787 , 433 , 79 , 24 , 15 , 14 
 BIHAR,Rural,Rented,3," 1,685 ", 75 , 810 , 602 , 117 , 41 , 14 , 26 
 BIHAR,Rural,Rented,4," 2,048 ", 103 , 862 , 805 , 149 , 54 , 27 , 48 
 BIHAR,Rural,Rented,5," 1,820 ", 65 , 722 , 729 , 150 , 80 , 28 , 46 
 BIHAR,Rural,Rented,608," 3,336 ", 109 ," 1,022 "," 1,441 ", 396 , 166 , 88 , 114 
 BIHAR,Rural,Rented,9+," 1,204 ", 38 , 227 , 416 , 213 , 117 , 59 , 134 
 BIHAR,Rural,Any Other,All Households," 15,397 "," 2,235 "," 8,731 "," 2,826 ", 805 , 370 , 148 , 282 
 BIHAR,Rural,Any Other,1," 3,422 ", 803 ," 2,179 ", 295 , 58 , 37 , 11 , 39 
 BIHAR,Rural,Any Other,2," 2,230 ", 373 ," 1,445 ", 298 , 63 , 17 , 13 , 21 
 BIHAR,Rural,Any Other,3," 2,171 ", 298 ," 1,360 ", 363 , 83 , 24 , 12 , 31 
 BIHAR,Rural,Any Other,4," 2,129 ", 280 ," 1,212 ", 434 , 114 , 48 , 17 , 24 
 BIHAR,Rural,Any Other,5," 1,782 ", 186 , 974 , 426 , 103 , 46 , 16 , 31 
 BIHAR,Rural,Any Other,608," 2,794 ", 237 ," 1,279 ", 780 , 272 , 116 , 46 , 64 
 BIHAR,Rural,Any Other,9+, 869 , 58 , 282 , 230 , 112 , 82 , 33 , 72 
 BIHAR,Urban,Total,All Households," 1,83,378 "," 4,484 "," 59,637 "," 54,714 "," 28,121 "," 18,129 "," 7,153 "," 11,140 "
 BIHAR,Urban,Total,1," 14,538 ", 868 ," 8,357 "," 2,905 "," 1,144 ", 669 , 249 , 346 
 BIHAR,Urban,Total,2," 17,670 ", 584 ," 8,961 "," 4,863 "," 1,701 ", 853 , 300 , 408 
 BIHAR,Urban,Total,3," 23,824 ", 620 ," 10,164 "," 7,490 "," 2,963 "," 1,433 ", 483 , 671 
 BIHAR,Urban,Total,4," 27,087 ", 604 ," 9,619 "," 9,016 "," 4,033 "," 2,159 ", 741 , 915 
 BIHAR,Urban,Total,5," 26,400 ", 501 ," 8,111 "," 8,734 "," 4,349 "," 2,604 ", 910 ," 1,191 "
 BIHAR,Urban,Total,608," 49,163 ", 886 ," 11,672 "," 16,282 "," 9,117 "," 5,898 "," 2,144 "," 3,164 "
 BIHAR,Urban,Total,9+," 24,696 ", 421 ," 2,753 "," 5,424 "," 4,814 "," 4,513 "," 2,326 "," 4,445 "
 BIHAR,Urban,Owned,All Households," 1,53,261 "," 3,500 "," 46,835 "," 44,005 "," 24,462 "," 16,963 "," 6,811 "," 10,685 "
 BIHAR,Urban,Owned,1," 11,825 ", 673 ," 6,631 "," 2,365 ", 968 , 626 , 236 , 326 
 BIHAR,Urban,Owned,2," 14,213 ", 446 ," 7,097 "," 3,793 "," 1,422 ", 790 , 282 , 383 
 BIHAR,Urban,Owned,3," 18,970 ", 468 ," 7,841 "," 5,781 "," 2,494 "," 1,308 ", 450 , 628 
 BIHAR,Urban,Owned,4," 21,645 ", 469 ," 7,407 "," 6,910 "," 3,340 "," 1,981 ", 686 , 852 
 BIHAR,Urban,Owned,5," 21,906 ", 387 ," 6,332 "," 7,001 "," 3,745 "," 2,432 ", 871 ," 1,138 "
 BIHAR,Urban,Owned,608," 42,353 ", 704 ," 9,316 "," 13,565 "," 8,154 "," 5,531 "," 2,046 "," 3,037 "
 BIHAR,Urban,Owned,9+," 22,349 ", 353 ," 2,211 "," 4,590 "," 4,339 "," 4,295 "," 2,240 "," 4,321 "
 BIHAR,Urban,Rented,All Households," 23,111 ", 590 ," 9,175 "," 8,751 "," 3,010 ", 975 , 257 , 353 
 BIHAR,Urban,Rented,1," 1,708 ", 97 ," 1,043 ", 391 , 122 , 32 , 7 , 16 
 BIHAR,Urban,Rented,2," 2,585 ", 79 ," 1,329 ", 874 , 222 , 50 , 13 , 18 
 BIHAR,Urban,Rented,3," 3,837 ", 97 ," 1,715 "," 1,458 ", 409 , 98 , 26 , 34 
 BIHAR,Urban,Rented,4," 4,309 ", 91 ," 1,638 "," 1,745 ", 596 , 146 , 45 , 48 
 BIHAR,Urban,Rented,5," 3,585 ", 79 ," 1,330 "," 1,461 ", 498 , 147 , 29 , 41 
 BIHAR,Urban,Rented,608," 5,264 ", 101 ," 1,723 "," 2,164 ", 786 , 318 , 71 , 101 
 BIHAR,Urban,Rented,9+," 1,823 ", 46 , 397 , 658 , 377 , 184 , 66 , 95 
 BIHAR,Urban,Any Other,All Households," 7,006 ", 394 ," 3,627 "," 1,958 ", 649 , 191 , 85 , 102 
 BIHAR,Urban,Any Other,1," 1,005 ", 98 , 683 , 149 , 54 , 11 , 6 , 4 
 BIHAR,Urban,Any Other,2, 872 , 59 , 535 , 196 , 57 , 13 , 5 , 7 
 BIHAR,Urban,Any Other,3," 1,017 ", 55 , 608 , 251 , 60 , 27 , 7 , 9 
 BIHAR,Urban,Any Other,4," 1,133 ", 44 , 574 , 361 , 97 , 32 , 10 , 15 
 BIHAR,Urban,Any Other,5, 909 , 35 , 449 , 272 , 106 , 25 , 10 , 12 
 BIHAR,Urban,Any Other,608," 1,546 ", 81 , 633 , 553 , 177 , 49 , 27 , 26 
 BIHAR,Urban,Any Other,9+, 524 , 22 , 145 , 176 , 98 , 34 , 20 , 29 
 SIKKIM,Total,Total,All Households," 15,055 ", 261 ," 3,067 "," 4,509 "," 3,377 "," 2,005 ", 851 , 985 
 SIKKIM,Total,Total,1," 1,475 ", 73 , 626 , 455 , 182 , 90 , 25 , 24 
 SIKKIM,Total,Total,2," 2,378 ", 53 , 760 , 861 , 384 , 194 , 58 , 68 
 SIKKIM,Total,Total,3," 2,780 ", 53 , 660 , 920 , 607 , 294 , 132 , 114 
 SIKKIM,Total,Total,4," 2,527 ", 34 , 466 , 775 , 633 , 348 , 140 , 131 
 SIKKIM,Total,Total,5," 2,146 ", 18 , 277 , 621 , 570 , 347 , 151 , 162 
 SIKKIM,Total,Total,608," 3,117 ", 20 , 252 , 777 , 866 , 608 , 264 , 330 
 SIKKIM,Total,Total,9+, 632 , 10 , 26 , 100 , 135 , 124 , 81 , 156 
 SIKKIM,Total,Owned,All Households," 10,280 ", 107 ," 1,098 "," 2,755 "," 2,775 "," 1,806 ", 811 , 928 
 SIKKIM,Total,Owned,1, 698 , 23 , 198 , 235 , 130 , 73 , 19 , 20 
 SIKKIM,Total,Owned,2," 1,307 ", 18 , 238 , 481 , 300 , 159 , 54 , 57 
 SIKKIM,Total,Owned,3," 1,751 ", 19 , 230 , 528 , 481 , 267 , 122 , 104 
 SIKKIM,Total,Owned,4," 1,775 ", 16 , 182 , 485 , 525 , 308 , 135 , 124 
 SIKKIM,Total,Owned,5," 1,646 ", 9 , 113 , 413 , 489 , 323 , 143 , 156 
 SIKKIM,Total,Owned,608," 2,561 ", 17 , 124 , 550 , 736 , 558 , 260 , 316 
 SIKKIM,Total,Owned,9+, 542 , 5 , 13 , 63 , 114 , 118 , 78 , 151 
 SIKKIM,Total,Rented,All Households," 4,172 ", 132 ," 1,790 "," 1,524 ", 496 , 155 , 30 , 45 
 SIKKIM,Total,Rented,1, 700 , 45 , 392 , 200 , 42 , 14 , 3 , 4 
 SIKKIM,Total,Rented,2, 982 , 32 , 488 , 345 , 74 , 30 , 4 , 9 
 SIKKIM,Total,Rented,3, 907 , 32 , 385 , 341 , 109 , 25 , 6 , 9 
 SIKKIM,Total,Rented,4, 652 , 13 , 256 , 248 , 94 , 32 , 4 , 5 
 SIKKIM,Total,Rented,5, 419 , 6 , 147 , 175 , 61 , 17 , 7 , 6 
 SIKKIM,Total,Rented,608, 441 , 2 , 111 , 187 , 97 , 33 , 3 , 8 
 SIKKIM,Total,Rented,9+, 71 , 2 , 11 , 28 , 19 , 4 , 3 , 4 
 SIKKIM,Total,Any Other,All Households, 603 , 22 , 179 , 230 , 106 , 44 , 10 , 12 
 SIKKIM,Total,Any Other,1, 77 , 5 , 36 , 20 , 10 , 3 , 3 , -   
 SIKKIM,Total,Any Other,2, 89 , 3 , 34 , 35 , 10 , 5 , -   , 2 
 SIKKIM,Total,Any Other,3, 122 , 2 , 45 , 51 , 17 , 2 , 4 , 1 
 SIKKIM,Total,Any Other,4, 100 , 5 , 28 , 42 , 14 , 8 , 1 , 2 
 SIKKIM,Total,Any Other,5, 81 , 3 , 17 , 33 , 20 , 7 , 1 , -   
 SIKKIM,Total,Any Other,608, 115 , 1 , 17 , 40 , 33 , 17 , 1 , 6 
 SIKKIM,Total,Any Other,9+, 19 , 3 , 2 , 9 , 2 , 2 , -   , 1 
 SIKKIM,Rural,Total,All Households," 10,584 ", 148 ," 1,764 "," 3,243 "," 2,665 "," 1,524 ", 604 , 636 
 SIKKIM,Rural,Total,1, 973 , 40 , 360 , 325 , 141 , 74 , 16 , 17 
 SIKKIM,Rural,Total,2," 1,536 ", 28 , 416 , 594 , 288 , 127 , 37 , 46 
 SIKKIM,Rural,Total,3," 1,811 ", 24 , 374 , 619 , 437 , 207 , 83 , 67 
 SIKKIM,Rural,Total,4," 1,804 ", 20 , 278 , 561 , 487 , 261 , 103 , 94 
 SIKKIM,Rural,Total,5," 1,566 ", 11 , 158 , 453 , 474 , 266 , 111 , 93 
 SIKKIM,Rural,Total,608," 2,435 ", 19 , 162 , 618 , 726 , 482 , 201 , 227 
 SIKKIM,Rural,Total,9+, 459 , 6 , 16 , 73 , 112 , 107 , 53 , 92 
 SIKKIM,Rural,Owned,All Households," 8,397 ", 91 , 924 ," 2,397 "," 2,373 "," 1,422 ", 583 , 607 
 SIKKIM,Rural,Owned,1, 612 , 19 , 175 , 213 , 114 , 64 , 12 , 15 
 SIKKIM,Rural,Owned,2," 1,088 ", 17 , 205 , 420 , 257 , 112 , 36 , 41 
 SIKKIM,Rural,Owned,3," 1,372 ", 15 , 188 , 441 , 389 , 199 , 78 , 62 
 SIKKIM,Rural,Owned,4," 1,433 ", 13 , 147 , 410 , 434 , 240 , 100 , 89 
 SIKKIM,Rural,Owned,5," 1,346 ", 8 , 93 , 362 , 433 , 251 , 106 , 93 
 SIKKIM,Rural,Owned,608," 2,134 ", 16 , 105 , 496 , 646 , 453 , 199 , 219 
 SIKKIM,Rural,Owned,9+, 412 , 3 , 11 , 55 , 100 , 103 , 52 , 88 
 SIKKIM,Rural,Rented,All Households," 1,705 ", 40 , 709 , 648 , 211 , 66 , 11 , 20 
 SIKKIM,Rural,Rented,1, 304 , 16 , 160 , 97 , 20 , 8 , 1 , 2 
 SIKKIM,Rural,Rented,2, 385 , 9 , 187 , 144 , 28 , 12 , 1 , 4 
 SIKKIM,Rural,Rented,3, 338 , 7 , 154 , 131 , 34 , 6 , 1 , 5 
 SIKKIM,Rural,Rented,4, 290 , 5 , 109 , 113 , 43 , 15 , 2 , 3 
 SIKKIM,Rural,Rented,5, 154 , 1 , 50 , 62 , 28 , 9 , 4 , -   
 SIKKIM,Rural,Rented,608, 205 , 2 , 46 , 91 , 48 , 14 , 1 , 3 
 SIKKIM,Rural,Rented,9+, 29 , -   , 3 , 10 , 10 , 2 , 1 , 3 
 SIKKIM,Rural,Any Other,All Households, 482 , 17 , 131 , 198 , 81 , 36 , 10 , 9 
 SIKKIM,Rural,Any Other,1, 57 , 5 , 25 , 15 , 7 , 2 , 3 , -   
 SIKKIM,Rural,Any Other,2, 63 , 2 , 24 , 30 , 3 , 3 , -   , 1 
 SIKKIM,Rural,Any Other,3, 101 , 2 , 32 , 47 , 14 , 2 , 4 , -   
 SIKKIM,Rural,Any Other,4, 81 , 2 , 22 , 38 , 10 , 6 , 1 , 2 
 SIKKIM,Rural,Any Other,5, 66 , 2 , 15 , 29 , 13 , 6 , 1 , -   
 SIKKIM,Rural,Any Other,608, 96 , 1 , 11 , 31 , 32 , 15 , 1 , 5 
 SIKKIM,Rural,Any Other,9+, 18 , 3 , 2 , 8 , 2 , 2 , -   , 1 
 SIKKIM,Urban,Total,All Households," 4,471 ", 113 ," 1,303 "," 1,266 ", 712 , 481 , 247 , 349 
 SIKKIM,Urban,Total,1, 502 , 33 , 266 , 130 , 41 , 16 , 9 , 7 
 SIKKIM,Urban,Total,2, 842 , 25 , 344 , 267 , 96 , 67 , 21 , 22 
 SIKKIM,Urban,Total,3, 969 , 29 , 286 , 301 , 170 , 87 , 49 , 47 
 SIKKIM,Urban,Total,4, 723 , 14 , 188 , 214 , 146 , 87 , 37 , 37 
 SIKKIM,Urban,Total,5, 580 , 7 , 119 , 168 , 96 , 81 , 40 , 69 
 SIKKIM,Urban,Total,608, 682 , 1 , 90 , 159 , 140 , 126 , 63 , 103 
 SIKKIM,Urban,Total,9+, 173 , 4 , 10 , 27 , 23 , 17 , 28 , 64 
 SIKKIM,Urban,Owned,All Households," 1,883 ", 16 , 174 , 358 , 402 , 384 , 228 , 321 
 SIKKIM,Urban,Owned,1, 86 , 4 , 23 , 22 , 16 , 9 , 7 , 5 
 SIKKIM,Urban,Owned,2, 219 , 1 , 33 , 61 , 43 , 47 , 18 , 16 
