Area Name,Division,Ownership,Household Size,Total number of female headed households,No exclusive room,1,2,3,4,5,6 and above
 JHARKHAND,Total,Rented,2," 6,155 ", 279 ," 2,803 "," 2,324 ", 529 , 168 , 31 , 21 
 JHARKHAND,Total,Rented,3," 7,467 ", 262 ," 2,796 "," 3,274 ", 867 , 209 , 34 , 25 
 JHARKHAND,Total,Rented,4," 7,204 ", 239 ," 2,276 "," 3,413 ", 923 , 272 , 37 , 44 
 JHARKHAND,Total,Rented,5," 5,343 ", 171 ," 1,484 "," 2,572 ", 814 , 219 , 49 , 34 
 JHARKHAND,Total,Rented,608," 6,636 ", 193 ," 1,532 "," 3,291 "," 1,085 ", 396 , 70 , 69 
 JHARKHAND,Total,Rented,9+," 1,564 ", 47 , 211 , 683 , 360 , 172 , 45 , 46 
 JHARKHAND,Total,Any Other,All Households," 18,736 ", 941 ," 6,659 "," 7,489 "," 2,480 ", 783 , 189 , 195 
 JHARKHAND,Total,Any Other,1," 3,028 ", 264 ," 1,672 ", 793 , 206 , 62 , 15 , 16 
 JHARKHAND,Total,Any Other,2," 2,866 ", 178 ," 1,334 ", 965 , 273 , 84 , 25 , 7 
 JHARKHAND,Total,Any Other,3," 3,097 ", 147 ," 1,155 "," 1,271 ", 386 , 91 , 22 , 25 
 JHARKHAND,Total,Any Other,4," 3,087 ", 129 , 997 ," 1,365 ", 411 , 129 , 34 , 22 
 JHARKHAND,Total,Any Other,5," 2,377 ", 93 , 631 ," 1,116 ", 389 , 101 , 26 , 21 
 JHARKHAND,Total,Any Other,608," 3,436 ", 112 , 761 ," 1,626 ", 619 , 221 , 43 , 54 
 JHARKHAND,Total,Any Other,9+, 845 , 18 , 109 , 353 , 196 , 95 , 24 , 50 
 JHARKHAND,Rural,Total,All Households," 3,92,713 "," 12,413 "," 1,43,535 "," 1,44,247 "," 48,193 "," 27,007 "," 7,705 "," 9,613 "
 JHARKHAND,Rural,Total,1," 66,654 "," 3,122 "," 41,043 "," 17,068 "," 3,222 "," 1,479 ", 337 , 383 
 JHARKHAND,Rural,Total,2," 55,781 "," 2,132 "," 27,449 "," 19,474 "," 3,969 "," 1,852 ", 442 , 463 
 JHARKHAND,Rural,Total,3," 61,599 "," 2,035 "," 24,544 "," 24,669 "," 6,222 "," 2,749 ", 657 , 723 
 JHARKHAND,Rural,Total,4," 60,544 "," 1,741 "," 19,843 "," 25,548 "," 7,608 "," 3,884 ", 971 , 949 
 JHARKHAND,Rural,Total,5," 51,504 "," 1,321 "," 13,851 "," 21,907 "," 7,976 "," 4,127 "," 1,130 "," 1,192 "
 JHARKHAND,Rural,Total,608," 76,712 "," 1,711 "," 15,031 "," 30,475 "," 15,025 "," 8,920 "," 2,546 "," 3,004 "
 JHARKHAND,Rural,Total,9+," 19,919 ", 351 ," 1,774 "," 5,106 "," 4,171 "," 3,996 "," 1,622 "," 2,899 "
 JHARKHAND,Rural,Owned,All Households," 3,79,915 "," 11,613 "," 1,38,054 "," 1,39,711 "," 46,929 "," 26,532 "," 7,589 "," 9,487 "
 JHARKHAND,Rural,Owned,1," 63,819 "," 2,864 "," 39,348 "," 16,398 "," 3,090 "," 1,425 ", 326 , 368 
 JHARKHAND,Rural,Owned,2," 53,431 "," 1,965 "," 26,265 "," 18,716 "," 3,818 "," 1,790 ", 422 , 455 
 JHARKHAND,Rural,Owned,3," 59,400 "," 1,907 "," 23,629 "," 23,805 "," 6,019 "," 2,688 ", 646 , 706 
 JHARKHAND,Rural,Owned,4," 58,518 "," 1,636 "," 19,099 "," 24,723 "," 7,378 "," 3,802 ", 952 , 928 
 JHARKHAND,Rural,Owned,5," 50,129 "," 1,261 "," 13,415 "," 21,335 "," 7,772 "," 4,061 "," 1,109 "," 1,176 "
 JHARKHAND,Rural,Owned,608," 75,017 "," 1,640 "," 14,590 "," 29,738 "," 14,749 "," 8,807 "," 2,522 "," 2,971 "
 JHARKHAND,Rural,Owned,9+," 19,601 ", 340 ," 1,708 "," 4,996 "," 4,103 "," 3,959 "," 1,612 "," 2,883 "
 JHARKHAND,Rural,Rented,All Households," 6,798 ", 272 ," 2,617 "," 2,792 ", 746 , 278 , 41 , 52 
 JHARKHAND,Rural,Rented,1," 1,297 ", 63 , 764 , 378 , 59 , 24 , 4 , 5 
 JHARKHAND,Rural,Rented,2," 1,164 ", 58 , 526 , 453 , 85 , 31 , 5 , 6 
 JHARKHAND,Rural,Rented,3," 1,248 ", 48 , 468 , 565 , 120 , 41 , 2 , 4 
 JHARKHAND,Rural,Rented,4," 1,186 ", 51 , 384 , 535 , 145 , 52 , 8 , 11 
 JHARKHAND,Rural,Rented,5, 768 , 22 , 222 , 351 , 118 , 38 , 8 , 9 
 JHARKHAND,Rural,Rented,608, 960 , 25 , 218 , 444 , 182 , 71 , 8 , 12 
 JHARKHAND,Rural,Rented,9+, 175 , 5 , 35 , 66 , 37 , 21 , 6 , 5 
 JHARKHAND,Rural,Any Other,All Households," 6,000 ", 528 ," 2,864 "," 1,744 ", 518 , 197 , 75 , 74 
 JHARKHAND,Rural,Any Other,1," 1,538 ", 195 , 931 , 292 , 73 , 30 , 7 , 10 
 JHARKHAND,Rural,Any Other,2," 1,186 ", 109 , 658 , 305 , 66 , 31 , 15 , 2 
 JHARKHAND,Rural,Any Other,3, 951 , 80 , 447 , 299 , 83 , 20 , 9 , 13 
 JHARKHAND,Rural,Any Other,4, 840 , 54 , 360 , 290 , 85 , 30 , 11 , 10 
 JHARKHAND,Rural,Any Other,5, 607 , 38 , 214 , 221 , 86 , 28 , 13 , 7 
 JHARKHAND,Rural,Any Other,608, 735 , 46 , 223 , 293 , 94 , 42 , 16 , 21 
 JHARKHAND,Rural,Any Other,9+, 143 , 6 , 31 , 44 , 31 , 16 , 4 , 11 
 JHARKHAND,Urban,Total,All Households," 1,38,009 "," 4,089 "," 35,719 "," 50,967 "," 22,878 "," 13,943 "," 4,665 "," 5,748 "
 JHARKHAND,Urban,Total,1," 13,061 ", 606 ," 6,667 "," 3,778 "," 1,202 ", 506 , 138 , 164 
 JHARKHAND,Urban,Total,2," 17,001 ", 642 ," 6,696 "," 6,263 "," 1,985 ", 928 , 251 , 236 
 JHARKHAND,Urban,Total,3," 22,502 ", 644 ," 7,001 "," 9,048 "," 3,445 "," 1,531 ", 433 , 400 
 JHARKHAND,Urban,Total,4," 23,805 ", 683 ," 5,884 "," 9,831 "," 3,994 "," 2,224 ", 605 , 584 
 JHARKHAND,Urban,Total,5," 20,159 ", 544 ," 4,146 "," 8,162 "," 3,835 "," 2,117 ", 694 , 661 
 JHARKHAND,Urban,Total,608," 30,596 ", 752 ," 4,649 "," 11,452 "," 6,199 "," 4,381 "," 1,442 "," 1,721 "
 JHARKHAND,Urban,Total,9+," 10,885 ", 218 , 676 ," 2,433 "," 2,218 "," 2,256 "," 1,102 "," 1,982 "
 JHARKHAND,Urban,Owned,All Households," 92,694 "," 2,491 "," 20,631 "," 30,999 "," 16,737 "," 12,106 "," 4,308 "," 5,422 "
 JHARKHAND,Urban,Owned,1," 7,860 ", 334 ," 3,882 "," 2,197 ", 781 , 405 , 116 , 145 
 JHARKHAND,Urban,Owned,2," 10,330 ", 352 ," 3,743 "," 3,732 "," 1,334 ", 738 , 215 , 216 
 JHARKHAND,Urban,Owned,3," 14,137 ", 363 ," 3,965 "," 5,367 "," 2,395 "," 1,292 ", 388 , 367 
 JHARKHAND,Urban,Owned,4," 15,540 ", 420 ," 3,355 "," 5,878 "," 2,890 "," 1,905 ", 553 , 539 
 JHARKHAND,Urban,Owned,5," 13,814 ", 340 ," 2,467 "," 5,046 "," 2,836 "," 1,863 ", 640 , 622 
 JHARKHAND,Urban,Owned,608," 22,219 ", 518 ," 2,797 "," 7,272 "," 4,771 "," 3,877 "," 1,353 "," 1,631 "
 JHARKHAND,Urban,Owned,9+," 8,794 ", 164 , 422 ," 1,507 "," 1,730 "," 2,026 "," 1,043 "," 1,902 "
 JHARKHAND,Urban,Rented,All Households," 32,579 "," 1,185 "," 11,293 "," 14,223 "," 4,179 "," 1,251 ", 243 , 205 
 JHARKHAND,Urban,Rented,1," 3,711 ", 203 ," 2,044 "," 1,080 ", 288 , 69 , 14 , 13 
 JHARKHAND,Urban,Rented,2," 4,991 ", 221 ," 2,277 "," 1,871 ", 444 , 137 , 26 , 15 
 JHARKHAND,Urban,Rented,3," 6,219 ", 214 ," 2,328 "," 2,709 ", 747 , 168 , 32 , 21 
 JHARKHAND,Urban,Rented,4," 6,018 ", 188 ," 1,892 "," 2,878 ", 778 , 220 , 29 , 33 
 JHARKHAND,Urban,Rented,5," 4,575 ", 149 ," 1,262 "," 2,221 ", 696 , 181 , 41 , 25 
 JHARKHAND,Urban,Rented,608," 5,676 ", 168 ," 1,314 "," 2,847 ", 903 , 325 , 62 , 57 
 JHARKHAND,Urban,Rented,9+," 1,389 ", 42 , 176 , 617 , 323 , 151 , 39 , 41 
 JHARKHAND,Urban,Any Other,All Households," 12,736 ", 413 ," 3,795 "," 5,745 "," 1,962 ", 586 , 114 , 121 
 JHARKHAND,Urban,Any Other,1," 1,490 ", 69 , 741 , 501 , 133 , 32 , 8 , 6 
 JHARKHAND,Urban,Any Other,2," 1,680 ", 69 , 676 , 660 , 207 , 53 , 10 , 5 
 JHARKHAND,Urban,Any Other,3," 2,146 ", 67 , 708 , 972 , 303 , 71 , 13 , 12 
 JHARKHAND,Urban,Any Other,4," 2,247 ", 75 , 637 ," 1,075 ", 326 , 99 , 23 , 12 
 JHARKHAND,Urban,Any Other,5," 1,770 ", 55 , 417 , 895 , 303 , 73 , 13 , 14 
 JHARKHAND,Urban,Any Other,608," 2,701 ", 66 , 538 ," 1,333 ", 525 , 179 , 27 , 33 
 JHARKHAND,Urban,Any Other,9+, 702 , 12 , 78 , 309 , 165 , 79 , 20 , 39 
 ODISHA,Total,Total,All Households," 10,18,943 "," 24,508 "," 4,52,839 "," 3,43,598 "," 1,19,499 "," 47,297 "," 14,979 "," 16,223 "
 ODISHA,Total,Total,1," 2,24,889 "," 9,098 "," 1,46,668 "," 50,857 "," 12,273 "," 3,680 "," 1,033 "," 1,280 "
 ODISHA,Total,Total,2," 1,92,368 "," 5,008 "," 1,04,622 "," 60,572 "," 14,965 "," 4,617 "," 1,241 "," 1,343 "
 ODISHA,Total,Total,3," 1,82,271 "," 3,685 "," 80,020 "," 67,745 "," 20,492 "," 6,782 "," 1,848 "," 1,699 "
 ODISHA,Total,Total,4," 1,56,191 "," 2,759 "," 56,542 "," 62,740 "," 21,594 "," 8,201 "," 2,283 "," 2,072 "
 ODISHA,Total,Total,5," 1,15,015 "," 1,770 "," 34,019 "," 47,773 "," 19,340 "," 7,738 "," 2,305 "," 2,070 "
 ODISHA,Total,Total,608," 1,20,594 "," 1,720 "," 27,574 "," 47,447 "," 24,664 "," 11,489 "," 3,795 "," 3,905 "
 ODISHA,Total,Total,9+," 27,615 ", 468 ," 3,394 "," 6,464 "," 6,171 "," 4,790 "," 2,474 "," 3,854 "
 ODISHA,Total,Owned,All Households," 9,13,012 "," 20,493 "," 4,00,569 "," 3,12,392 "," 1,07,023 "," 43,395 "," 13,870 "," 15,270 "
 ODISHA,Total,Owned,1," 2,00,245 "," 7,515 "," 1,30,548 "," 46,076 "," 10,752 "," 3,269 ", 933 ," 1,152 "
 ODISHA,Total,Owned,2," 1,69,359 "," 4,092 "," 91,327 "," 54,609 "," 12,929 "," 4,106 "," 1,087 "," 1,209 "
 ODISHA,Total,Owned,3," 1,60,580 "," 3,037 "," 70,027 "," 60,762 "," 17,634 "," 5,929 "," 1,642 "," 1,549 "
 ODISHA,Total,Owned,4," 1,40,002 "," 2,366 "," 50,186 "," 56,835 "," 19,184 "," 7,445 "," 2,067 "," 1,919 "
 ODISHA,Total,Owned,5," 1,05,158 "," 1,539 "," 30,573 "," 44,011 "," 17,755 "," 7,176 "," 2,144 "," 1,960 "
 ODISHA,Total,Owned,608," 1,11,817 "," 1,520 "," 24,916 "," 44,182 "," 22,975 "," 10,875 "," 3,611 "," 3,738 "
 ODISHA,Total,Owned,9+," 25,851 ", 424 ," 2,992 "," 5,917 "," 5,794 "," 4,595 "," 2,386 "," 3,743 "
 ODISHA,Total,Rented,All Households," 61,765 "," 1,552 "," 25,740 "," 20,752 "," 9,335 "," 2,979 ", 819 , 588 
 ODISHA,Total,Rented,1," 11,734 ", 507 ," 6,876 "," 2,908 "," 1,062 ", 263 , 56 , 62 
 ODISHA,Total,Rented,2," 12,795 ", 341 ," 6,342 "," 3,958 "," 1,562 ", 388 , 124 , 80 
 ODISHA,Total,Rented,3," 13,759 ", 266 ," 5,381 "," 4,958 "," 2,202 ", 682 , 170 , 100 
 ODISHA,Total,Rented,4," 10,525 ", 199 ," 3,527 "," 4,041 "," 1,861 ", 615 , 170 , 112 
 ODISHA,Total,Rented,5," 6,373 ", 117 ," 1,951 "," 2,504 "," 1,173 ", 433 , 116 , 79 
 ODISHA,Total,Rented,608," 5,450 ", 99 ," 1,444 "," 2,019 "," 1,198 ", 465 , 124 , 101 
 ODISHA,Total,Rented,9+," 1,129 ", 23 , 219 , 364 , 277 , 133 , 59 , 54 
 ODISHA,Total,Any Other,All Households," 44,166 "," 2,463 "," 26,530 "," 10,454 "," 3,141 ", 923 , 290 , 365 
 ODISHA,Total,Any Other,1," 12,910 "," 1,076 "," 9,244 "," 1,873 ", 459 , 148 , 44 , 66 
 ODISHA,Total,Any Other,2," 10,214 ", 575 ," 6,953 "," 2,005 ", 474 , 123 , 30 , 54 
 ODISHA,Total,Any Other,3," 7,932 ", 382 ," 4,612 "," 2,025 ", 656 , 171 , 36 , 50 
 ODISHA,Total,Any Other,4," 5,664 ", 194 ," 2,829 "," 1,864 ", 549 , 141 , 46 , 41 
 ODISHA,Total,Any Other,5," 3,484 ", 114 ," 1,495 "," 1,258 ", 412 , 129 , 45 , 31 
 ODISHA,Total,Any Other,608," 3,327 ", 101 ," 1,214 "," 1,246 ", 491 , 149 , 60 , 66 
 ODISHA,Total,Any Other,9+, 635 , 21 , 183 , 183 , 100 , 62 , 29 , 57 
 ODISHA,Rural,Total,All Households," 8,46,000 "," 20,989 "," 3,94,296 "," 2,88,266 "," 90,339 "," 32,848 "," 9,422 "," 9,840 "
 ODISHA,Rural,Total,1," 1,99,832 "," 8,146 "," 1,32,262 "," 44,900 "," 9,970 "," 2,769 ", 771 ," 1,014 "
 ODISHA,Rural,Total,2," 1,63,441 "," 4,316 "," 91,247 "," 51,546 "," 11,315 "," 3,252 ", 807 , 958 
 ODISHA,Rural,Total,3," 1,49,549 "," 3,122 "," 68,201 "," 56,248 "," 15,113 "," 4,584 "," 1,163 "," 1,118 "
 ODISHA,Rural,Total,4," 1,27,268 "," 2,260 "," 48,136 "," 52,201 "," 16,249 "," 5,650 "," 1,427 "," 1,345 "
 ODISHA,Rural,Total,5," 92,544 "," 1,426 "," 28,812 "," 39,547 "," 14,697 "," 5,386 "," 1,446 "," 1,230 "
 ODISHA,Rural,Total,608," 94,555 "," 1,377 "," 22,955 "," 38,893 "," 18,639 "," 8,012 "," 2,386 "," 2,293 "
 ODISHA,Rural,Total,9+," 18,811 ", 342 ," 2,683 "," 4,931 "," 4,356 "," 3,195 "," 1,422 "," 1,882 "
 ODISHA,Rural,Owned,All Households," 7,96,007 "," 18,328 "," 3,65,783 "," 2,75,411 "," 86,310 "," 31,575 "," 9,097 "," 9,503 "
 ODISHA,Rural,Owned,1," 1,84,628 "," 6,981 "," 1,22,032 "," 42,186 "," 9,209 "," 2,560 ", 721 , 939 
 ODISHA,Rural,Owned,2," 1,51,592 "," 3,693 "," 83,683 "," 48,909 "," 10,605 "," 3,053 ", 750 , 899 
 ODISHA,Rural,Owned,3," 1,40,245 "," 2,703 "," 63,239 "," 53,588 "," 14,240 "," 4,315 "," 1,099 "," 1,061 "
 ODISHA,Rural,Owned,4," 1,20,764 "," 2,038 "," 45,176 "," 49,957 "," 15,513 "," 5,409 "," 1,378 "," 1,293 "
 ODISHA,Rural,Owned,5," 88,907 "," 1,318 "," 27,300 "," 38,208 "," 14,259 "," 5,222 "," 1,403 "," 1,197 "
 ODISHA,Rural,Owned,608," 91,538 "," 1,274 "," 21,833 "," 37,772 "," 18,205 "," 7,862 "," 2,341 "," 2,251 "
 ODISHA,Rural,Owned,9+," 18,333 ", 321 ," 2,520 "," 4,791 "," 4,279 "," 3,154 "," 1,405 "," 1,863 "
 ODISHA,Rural,Rented,All Households," 21,115 ", 656 ," 9,904 "," 6,963 "," 2,444 ", 790 , 204 , 154 
 ODISHA,Rural,Rented,1," 5,271 ", 254 ," 3,067 "," 1,346 ", 445 , 105 , 26 , 28 
 ODISHA,Rural,Rented,2," 4,599 ", 135 ," 2,462 "," 1,391 ", 420 , 126 , 39 , 26 
 ODISHA,Rural,Rented,3," 4,368 ", 113 ," 1,930 "," 1,537 ", 539 , 174 , 48 , 27 
 ODISHA,Rural,Rented,4," 3,344 ", 81 ," 1,261 "," 1,288 ", 486 , 163 , 31 , 34 
 ODISHA,Rural,Rented,5," 1,853 ", 34 , 656 , 752 , 259 , 106 , 27 , 19 
 ODISHA,Rural,Rented,608," 1,460 ", 32 , 468 , 566 , 251 , 99 , 28 , 16 
 ODISHA,Rural,Rented,9+, 220 , 7 , 60 , 83 , 44 , 17 , 5 , 4 
 ODISHA,Rural,Any Other,All Households," 28,878 "," 2,005 "," 18,609 "," 5,892 "," 1,585 ", 483 , 121 , 183 
 ODISHA,Rural,Any Other,1," 9,933 ", 911 ," 7,163 "," 1,368 ", 316 , 104 , 24 , 47 
 ODISHA,Rural,Any Other,2," 7,250 ", 488 ," 5,102 "," 1,246 ", 290 , 73 , 18 , 33 
 ODISHA,Rural,Any Other,3," 4,936 ", 306 ," 3,032 "," 1,123 ", 334 , 95 , 16 , 30 
 ODISHA,Rural,Any Other,4," 3,160 ", 141 ," 1,699 ", 956 , 250 , 78 , 18 , 18 
 ODISHA,Rural,Any Other,5," 1,784 ", 74 , 856 , 587 , 179 , 58 , 16 , 14 
 ODISHA,Rural,Any Other,608," 1,557 ", 71 , 654 , 555 , 183 , 51 , 17 , 26 
 ODISHA,Rural,Any Other,9+, 258 , 14 , 103 , 57 , 33 , 24 , 12 , 15 
 ODISHA,Urban,Total,All Households," 1,72,943 "," 3,519 "," 58,543 "," 55,332 "," 29,160 "," 14,449 "," 5,557 "," 6,383 "
 ODISHA,Urban,Total,1," 25,057 ", 952 ," 14,406 "," 5,957 "," 2,303 ", 911 , 262 , 266 
 ODISHA,Urban,Total,2," 28,927 ", 692 ," 13,375 "," 9,026 "," 3,650 "," 1,365 ", 434 , 385 
 ODISHA,Urban,Total,3," 32,722 ", 563 ," 11,819 "," 11,497 "," 5,379 "," 2,198 ", 685 , 581 
 ODISHA,Urban,Total,4," 28,923 ", 499 ," 8,406 "," 10,539 "," 5,345 "," 2,551 ", 856 , 727 
 ODISHA,Urban,Total,5," 22,471 ", 344 ," 5,207 "," 8,226 "," 4,643 "," 2,352 ", 859 , 840 
 ODISHA,Urban,Total,608," 26,039 ", 343 ," 4,619 "," 8,554 "," 6,025 "," 3,477 "," 1,409 "," 1,612 "
 ODISHA,Urban,Total,9+," 8,804 ", 126 , 711 ," 1,533 "," 1,815 "," 1,595 "," 1,052 "," 1,972 "
 ODISHA,Urban,Owned,All Households," 1,17,005 "," 2,165 "," 34,786 "," 36,981 "," 20,713 "," 11,820 "," 4,773 "," 5,767 "
 ODISHA,Urban,Owned,1," 15,617 ", 534 ," 8,516 "," 3,890 "," 1,543 ", 709 , 212 , 213 
 ODISHA,Urban,Owned,2," 17,767 ", 399 ," 7,644 "," 5,700 "," 2,324 "," 1,053 ", 337 , 310 
 ODISHA,Urban,Owned,3," 20,335 ", 334 ," 6,788 "," 7,174 "," 3,394 "," 1,614 ", 543 , 488 
 ODISHA,Urban,Owned,4," 19,238 ", 328 ," 5,010 "," 6,878 "," 3,671 "," 2,036 ", 689 , 626 
 ODISHA,Urban,Owned,5," 16,251 ", 221 ," 3,273 "," 5,803 "," 3,496 "," 1,954 ", 741 , 763 
 ODISHA,Urban,Owned,608," 20,279 ", 246 ," 3,083 "," 6,410 "," 4,770 "," 3,013 "," 1,270 "," 1,487 "
 ODISHA,Urban,Owned,9+," 7,518 ", 103 , 472 ," 1,126 "," 1,515 "," 1,441 ", 981 ," 1,880 "
 ODISHA,Urban,Rented,All Households," 40,650 ", 896 ," 15,836 "," 13,789 "," 6,891 "," 2,189 ", 615 , 434 
 ODISHA,Urban,Rented,1," 6,463 ", 253 ," 3,809 "," 1,562 ", 617 , 158 , 30 , 34 
 ODISHA,Urban,Rented,2," 8,196 ", 206 ," 3,880 "," 2,567 "," 1,142 ", 262 , 85 , 54 
 ODISHA,Urban,Rented,3," 9,391 ", 153 ," 3,451 "," 3,421 "," 1,663 ", 508 , 122 , 73 
 ODISHA,Urban,Rented,4," 7,181 ", 118 ," 2,266 "," 2,753 "," 1,375 ", 452 , 139 , 78 
 ODISHA,Urban,Rented,5," 4,520 ", 83 ," 1,295 "," 1,752 ", 914 , 327 , 89 , 60 
 ODISHA,Urban,Rented,608," 3,990 ", 67 , 976 ," 1,453 ", 947 , 366 , 96 , 85 
 ODISHA,Urban,Rented,9+, 909 , 16 , 159 , 281 , 233 , 116 , 54 , 50 
 ODISHA,Urban,Any Other,All Households," 15,288 ", 458 ," 7,921 "," 4,562 "," 1,556 ", 440 , 169 , 182 
 ODISHA,Urban,Any Other,1," 2,977 ", 165 ," 2,081 ", 505 , 143 , 44 , 20 , 19 
 ODISHA,Urban,Any Other,2," 2,964 ", 87 ," 1,851 ", 759 , 184 , 50 , 12 , 21 
 ODISHA,Urban,Any Other,3," 2,996 ", 76 ," 1,580 ", 902 , 322 , 76 , 20 , 20 
 ODISHA,Urban,Any Other,4," 2,504 ", 53 ," 1,130 ", 908 , 299 , 63 , 28 , 23 
 ODISHA,Urban,Any Other,5," 1,700 ", 40 , 639 , 671 , 233 , 71 , 29 , 17 
 ODISHA,Urban,Any Other,608," 1,770 ", 30 , 560 , 691 , 308 , 98 , 43 , 40 
 ODISHA,Urban,Any Other,9+, 377 , 7 , 80 , 126 , 67 , 38 , 17 , 42 
 CHATTISGARH,Total,Total,All Households," 6,26,347 "," 16,789 "," 2,75,012 "," 1,96,746 "," 76,203 "," 35,579 "," 12,589 "," 13,429 "
 CHATTISGARH,Total,Total,1," 1,87,239 "," 8,163 "," 1,25,896 "," 38,472 "," 9,234 "," 3,484 ", 959 ," 1,031 "
 CHATTISGARH,Total,Total,2," 1,06,164 "," 3,171 "," 54,593 "," 33,733 "," 9,285 "," 3,494 "," 1,012 ", 876 
 CHATTISGARH,Total,Total,3," 95,011 "," 2,059 "," 37,857 "," 35,369 "," 12,360 "," 4,671 "," 1,435 "," 1,260 "
 CHATTISGARH,Total,Total,4," 81,291 "," 1,379 "," 26,110 "," 32,159 "," 12,700 "," 5,662 "," 1,768 "," 1,513 "
 CHATTISGARH,Total,Total,5," 62,025 ", 891 ," 15,624 "," 24,530 "," 11,632 "," 5,504 "," 2,030 "," 1,814 "
 CHATTISGARH,Total,Total,608," 77,506 ", 916 ," 13,528 "," 29,039 "," 17,227 "," 9,483 "," 3,566 "," 3,747 "
 CHATTISGARH,Total,Total,9+," 17,111 ", 210 ," 1,404 "," 3,444 "," 3,765 "," 3,281 "," 1,819 "," 3,188 "
 CHATTISGARH,Total,Owned,All Households," 5,60,932 "," 12,329 "," 2,40,419 "," 1,79,889 "," 69,582 "," 33,633 "," 12,099 "," 12,981 "
 CHATTISGARH,Total,Owned,1," 1,66,989 "," 5,841 "," 1,12,557 "," 35,351 "," 8,229 "," 3,184 ", 873 , 954 
 CHATTISGARH,Total,Owned,2," 92,142 "," 2,172 "," 46,229 "," 30,522 "," 8,274 "," 3,183 ", 950 , 812 
 CHATTISGARH,Total,Owned,3," 83,175 "," 1,528 "," 32,079 "," 31,762 "," 10,916 "," 4,327 "," 1,366 "," 1,197 "
 CHATTISGARH,Total,Owned,4," 72,499 "," 1,048 "," 22,394 "," 29,139 "," 11,464 "," 5,317 "," 1,685 "," 1,452 "
 CHATTISGARH,Total,Owned,5," 56,892 ", 747 ," 13,723 "," 22,662 "," 10,759 "," 5,278 "," 1,960 "," 1,763 "
 CHATTISGARH,Total,Owned,608," 72,927 ", 801 ," 12,170 "," 27,260 "," 16,368 "," 9,179 "," 3,482 "," 3,667 "
 CHATTISGARH,Total,Owned,9+," 16,308 ", 192 ," 1,267 "," 3,193 "," 3,572 "," 3,165 "," 1,783 "," 3,136 "
 CHATTISGARH,Total,Rented,All Households," 33,222 ", 918 ," 15,060 "," 11,029 "," 4,543 "," 1,176 ", 273 , 223 
 CHATTISGARH,Total,Rented,1," 7,633 ", 355 ," 4,710 "," 1,743 ", 620 , 137 , 42 , 26 
 CHATTISGARH,Total,Rented,2," 6,769 ", 197 ," 3,567 "," 2,046 ", 705 , 185 , 36 , 33 
 CHATTISGARH,Total,Rented,3," 6,799 ", 154 ," 2,868 "," 2,457 "," 1,039 ", 214 , 31 , 36 
 CHATTISGARH,Total,Rented,4," 5,350 ", 96 ," 1,986 "," 2,074 ", 884 , 227 , 49 , 34 
 CHATTISGARH,Total,Rented,5," 3,224 ", 60 ," 1,068 "," 1,303 ", 594 , 141 , 35 , 23 
 CHATTISGARH,Total,Rented,608," 2,897 ", 47 , 773 ," 1,225 ", 562 , 194 , 54 , 42 
 CHATTISGARH,Total,Rented,9+, 550 , 9 , 88 , 181 , 139 , 78 , 26 , 29 
 CHATTISGARH,Total,Any Other,All Households," 32,193 "," 3,542 "," 19,533 "," 5,828 "," 2,078 ", 770 , 217 , 225 
 CHATTISGARH,Total,Any Other,1," 12,617 "," 1,967 "," 8,629 "," 1,378 ", 385 , 163 , 44 , 51 
 CHATTISGARH,Total,Any Other,2," 7,253 ", 802 ," 4,797 "," 1,165 ", 306 , 126 , 26 , 31 
 CHATTISGARH,Total,Any Other,3," 5,037 ", 377 ," 2,910 "," 1,150 ", 405 , 130 , 38 , 27 
 CHATTISGARH,Total,Any Other,4," 3,442 ", 235 ," 1,730 ", 946 , 352 , 118 , 34 , 27 
 CHATTISGARH,Total,Any Other,5," 1,909 ", 84 , 833 , 565 , 279 , 85 , 35 , 28 
 CHATTISGARH,Total,Any Other,608," 1,682 ", 68 , 585 , 554 , 297 , 110 , 30 , 38 
 CHATTISGARH,Total,Any Other,9+, 253 , 9 , 49 , 70 , 54 , 38 , 10 , 23 
 CHATTISGARH,Rural,Total,All Households," 4,74,218 "," 13,925 "," 2,24,332 "," 1,47,745 "," 51,383 "," 22,293 "," 7,427 "," 7,113 "
 CHATTISGARH,Rural,Total,1," 1,58,284 "," 7,195 "," 1,08,897 "," 31,321 "," 6,863 "," 2,544 ", 707 , 757 
 CHATTISGARH,Rural,Total,2," 81,290 "," 2,600 "," 43,625 "," 25,515 "," 6,235 "," 2,216 ", 596 , 503 
 CHATTISGARH,Rural,Total,3," 68,914 "," 1,582 "," 29,130 "," 25,863 "," 7,921 "," 2,885 ", 852 , 681 
 CHATTISGARH,Rural,Total,4," 57,591 "," 1,058 "," 19,623 "," 23,330 "," 8,247 "," 3,450 "," 1,059 ", 824 
 CHATTISGARH,Rural,Total,5," 43,621 ", 664 ," 11,818 "," 17,874 "," 7,718 "," 3,419 "," 1,172 ", 956 
 CHATTISGARH,Rural,Total,608," 54,615 ", 692 ," 10,201 "," 21,473 "," 12,045 "," 5,981 "," 2,138 "," 2,085 "
 CHATTISGARH,Rural,Total,9+," 9,903 ", 134 ," 1,038 "," 2,369 "," 2,354 "," 1,798 ", 903 ," 1,307 "
 CHATTISGARH,Rural,Owned,All Households," 4,43,690 "," 10,431 "," 2,05,336 "," 1,42,234 "," 49,789 "," 21,700 "," 7,268 "," 6,932 "
